image,annotations__label,annotations__coordinates__x,annotations__coordinates__y,annotations__coordinates__width,annotations__coordinates__height
,No issues,1049,1435,330,178
,No issues,1053,2006,342,189
,Flashover damage,1043,767,335,188
,Flashover damage,1045,528,314,162
,Flashover damage,1053,2302,356,265
,Flashover damage,935,248,559,2342
,No issues,1063,2155,339,204
,No issues,1044,1297,339,204
,No issues,1046,1029,324,203
,No issues,1046,905,324,203
,No issues,1047,643,324,203
,Flashover damage,1041,397,309,168
,No issues,1036,271,310,204
170306.JPG,Flashover damage,2145,1342,1131,589
,Flashover damage,1774,3645,1171,356
,Flashover damage,1869,3079,1143,572
,Flashover damage,1965,2496,1109,599
,Flashover damage,2032,1909,1182,616
,Flashover damage,2222,542,1149,823
,Flashover damage,1746,491,1653,3510
170571d.JPG,No issues,670,2676,486,229
,No issues,661,2901,477,239
,Broken,677,1808,471,246
,Broken,688,1419,485,221
,Broken,686,1593,485,220
,Broken,670,2284,473,176
,Broken,666,2450,438,237
,Broken,643,1327,554,1887
,No issues,670,2030,475,293
150815h.JPG,No issues,2488,1848,309,398
,Flashover damage,4160,1122,351,413
,Flashover damage,421,1076,4140,2000
,No issues,3989,1203,309,398
,No issues,3816,1278,309,398
,No issues,3653,1356,309,398
,No issues,3483,1427,309,398
,No issues,3317,1495,309,398
,No issues,3147,1576,309,398
,No issues,2981,1651,309,398
,No issues,2798,1719,309,398
,No issues,2642,1777,309,398
,No issues,2337,1909,309,398
,No issues,2167,1973,309,398
,No issues,2018,2041,309,398
,No issues,1852,2105,309,398
,No issues,1699,2166,309,398
,No issues,1533,2227,309,398
,No issues,1380,2281,309,398
,No issues,1238,2342,309,398
,No issues,1089,2413,309,398
,No issues,936,2457,309,398
,No issues,783,2535,309,398
,No issues,624,2562,309,398
,No issues,461,2623,309,398
150815v.JPG,No issues,3202,1753,309,398
,Flashover damage,1488,2464,351,413
,Flashover damage,1438,923,4140,2000
,No issues,1701,2398,309,398
,No issues,1874,2323,309,398
,No issues,2037,2245,309,398
,No issues,2207,2174,309,398
,No issues,2373,2106,309,398
,No issues,2543,2025,309,398
,No issues,2709,1950,309,398
,No issues,2892,1882,309,398
,No issues,3048,1824,309,398
,No issues,3353,1692,309,398
,No issues,3523,1628,309,398
,No issues,3672,1560,309,398
,No issues,3838,1496,309,398
,No issues,3991,1435,309,398
,No issues,4157,1374,309,398
,No issues,4310,1320,309,398
,No issues,4452,1259,309,398
,No issues,4601,1188,309,398
,No issues,4754,1144,309,398
,No issues,4907,1066,309,398
,No issues,5066,1039,309,398
,No issues,5229,978,309,398
160376.JPG,No issues,2583,933,326,439
,Broken,2066,1124,291,411
,Broken,479,708,3014,1409
,No issues,2762,866,326,439
,No issues,2941,805,326,439
,No issues,3127,728,342,442
,No issues,2422,999,326,439
,No issues,1912,1185,285,444
,No issues,1735,1239,291,444
,No issues,1559,1300,309,436
,No issues,1390,1361,284,444
,No issues,1226,1420,284,444
,No issues,1042,1476,292,434
,No issues,878,1535,292,434
,No issues,707,1594,292,434
,No issues,541,1653,292,434
160376h.JPG,No issues,1602,933,326,439
,Broken,2154,1124,291,411
,Broken,1018,708,3014,1409
,No issues,1423,866,326,439
,No issues,1244,805,326,439
,No issues,1042,728,342,442
,No issues,1763,999,326,439
,No issues,2314,1185,285,444
,No issues,2485,1239,291,444
,No issues,2643,1300,309,436
,No issues,2837,1361,284,444
,No issues,3001,1420,284,444
,No issues,3177,1476,292,434
,No issues,3341,1535,292,434
,No issues,3512,1594,292,434
,No issues,3678,1653,292,434
160376d.JPG,No issues,1602,1635,326,439
,Broken,2154,1472,291,411
,Broken,1018,890,3014,1409
,No issues,1423,1702,326,439
,No issues,1244,1763,326,439
,No issues,1042,1837,342,442
,No issues,1763,1569,326,439
,No issues,2314,1378,285,444
,No issues,2485,1324,291,444
,No issues,2643,1271,309,436
,No issues,2837,1202,284,444
,No issues,3001,1143,284,444
,No issues,3177,1097,292,434
,No issues,3341,1038,292,434
,No issues,3512,979,292,434
,No issues,3678,920,292,434
160840.JPG,No issues,2009,2561,462,257
,Flashover damage,1995,1145,494,288
,Flashover damage,2004,1560,481,268
,Flashover damage,1999,1757,481,282
,Flashover damage,2001,1964,478,269
,Flashover damage,2009,2750,468,253
,Flashover damage,1984,936,509,284
,Flashover damage,2000,2173,484,253
,Flashover damage,1981,410,516,380
,Flashover damage,1937,386,602,2623
,No issues,2019,2418,462,207
,No issues,1988,727,500,266
,Flashover damage,1990,1326,494,288
160840h.JPG,No issues,2040,2561,462,257
,Flashover damage,2022,1145,494,288
,Flashover damage,2026,1560,481,268
,Flashover damage,2031,1757,481,282
,Flashover damage,2032,1964,478,269
,Flashover damage,2034,2750,468,253
,Flashover damage,2018,936,509,284
,Flashover damage,2027,2173,484,253
,Flashover damage,2014,410,516,380
,Flashover damage,1972,386,602,2623
,No issues,2030,2418,462,207
,No issues,2023,727,500,266
,Flashover damage,2027,1326,494,288
160840d.JPG,No issues,2040,189,462,257
,Flashover damage,2022,1574,494,288
,Flashover damage,2026,1179,481,268
,Flashover damage,2031,968,481,282
,Flashover damage,2032,774,478,269
,Flashover damage,2034,4,468,253
,Flashover damage,2018,1787,509,284
,Flashover damage,2027,581,484,253
,Flashover damage,2014,2217,516,380
,Flashover damage,1972,0,602,2623
,No issues,2030,382,462,207
,No issues,2023,2014,500,266
,Flashover damage,2027,1393,494,288
170029.JPG,Flashover damage,1255,511,284,569
,No issues,456,513,133,230
,Broken,941,431,123,163
,Broken,1,365,1139,491
,No issues,572,488,133,230
,No issues,688,461,133,230
,No issues,809,440,133,230
,No issues,332,540,133,230
,No issues,206,564,133,230
,No issues,81,592,133,230
,No issues,0,619,101,230
,No issues,1296,655,228,119
,No issues,1289,749,228,119
,No issues,1281,821,228,119
,No issues,1269,909,228,119
,No issues,1261,997,226,83
170029h.JPG,No issues,78,511,284,569
,No issues,1028,513,133,230
,Broken,553,431,123,163
,Broken,477,365,1139,491
,No issues,912,488,133,230
,No issues,796,461,133,230
,No issues,675,440,133,230
,No issues,1152,540,133,230
,No issues,1278,564,133,230
,No issues,1403,592,133,230
,No issues,1516,619,101,230
,No issues,93,655,228,119
,No issues,100,749,228,119
,No issues,108,821,228,119
,No issues,120,909,228,119
,No issues,130,997,226,83
170029v.JPG,No issues,1255,0,284,569
,No issues,456,336,133,230
,Broken,941,485,123,163
,Broken,1,223,1139,491
,No issues,572,361,133,230
,No issues,688,388,133,230
,No issues,809,409,133,230
,No issues,332,309,133,230
,No issues,206,285,133,230
,No issues,81,257,133,230
,No issues,0,230,101,230
,No issues,1296,305,228,119
,No issues,1289,211,228,119
,No issues,1281,139,228,119
,No issues,1269,51,228,119
,No issues,1261,0,226,83
170029d.JPG,No issues,78,0,284,569
,No issues,1028,336,133,230
,Broken,553,485,123,163
,Broken,477,223,1139,491
,No issues,912,361,133,230
,No issues,796,388,133,230
,No issues,675,409,133,230
,No issues,1152,309,133,230
,No issues,1278,285,133,230
,No issues,1403,257,133,230
,No issues,1516,230,101,230
,No issues,93,305,228,119
,No issues,100,211,228,119
,No issues,108,139,228,119
,No issues,120,51,228,119
,No issues,130,0,226,83
170070h.JPG,No issues,4749,1580,353,609
,Flashover damage,1678,1649,377,636
,Flashover damage,4464,1576,332,618
,Flashover damage,4149,1583,351,620
,Flashover damage,3843,1607,361,608
,Flashover damage,3586,1590,319,643
,Flashover damage,3249,1608,350,623
,Flashover damage,2954,1625,337,617
,Flashover damage,2637,1632,348,627
,Flashover damage,2335,1637,341,633
,Flashover damage,1950,1637,453,631
,Flashover damage,1290,1643,457,637
,Flashover damage,1199,1512,3871,810
170070v.JPG,No issues,417,1490,353,609
,Flashover damage,3464,1394,377,636
,Flashover damage,723,1485,332,618
,Flashover damage,1019,1476,351,620
,Flashover damage,1315,1464,361,608
,Flashover damage,1614,1446,319,643
,Flashover damage,1920,1448,350,623
,Flashover damage,2228,1437,337,617
,Flashover damage,2534,1420,348,627
,Flashover damage,2843,1409,341,633
,Flashover damage,3116,1411,453,631
,Flashover damage,3772,1399,457,637
,Flashover damage,449,1357,3871,810
170070d.JPG,No issues,4749,1490,353,609
,Flashover damage,1678,1394,377,636
,Flashover damage,4464,1485,332,618
,Flashover damage,4149,1476,351,620
,Flashover damage,3843,1464,361,608
,Flashover damage,3586,1446,319,643
,Flashover damage,3249,1448,350,623
,Flashover damage,2954,1437,337,617
,Flashover damage,2637,1420,348,627
,Flashover damage,2335,1409,341,633
,Flashover damage,1950,1411,453,631
,Flashover damage,1290,1399,457,637
,Flashover damage,1199,1357,3871,810
140004.jpeg,No issues,1814,656,520,867
,Flashover damage,2503,514,394,845
,Flashover damage,249,487,2648,1333
,Flashover damage,1061,802,578,869
,Flashover damage,282,903,621,906
140004v.jpeg,No issues,1814,420,520,867
,Flashover damage,2503,584,394,845
,Flashover damage,249,123,2648,1333
,Flashover damage,1061,272,578,869
,Flashover damage,282,134,621,906
140004d.jpeg,No issues,561,420,520,867
,Flashover damage,0,584,394,845
,Flashover damage,0,123,2648,1333
,Flashover damage,1256,272,578,869
,Flashover damage,1992,134,621,906
160437v.JPG,No issues,1907,0,826,3006
,No issues,2012,1475,624,365
,No issues,2027,1766,624,365
,No issues,2055,2323,624,365
,No issues,2001,1210,624,365
,No issues,1985,940,624,365
,No issues,2077,2600,624,365
,No issues,2029,2032,638,349
,No issues,1957,421,638,349
,No issues,1947,140,638,349
,No issues,1931,0,624,220
,No issues,1990,676,621,359
161276.JPG,Flashover damage,1920,315,615,493
,Flashover damage,1785,294,813,2715
,Flashover damage,1896,1149,598,306
,Flashover damage,1909,822,598,306
,Flashover damage,1858,1738,598,306
,Flashover damage,1853,2011,598,306
,Flashover damage,1848,2552,543,300
,No issues,1876,1417,597,330
,No issues,1860,2272,552,333
161276h.JPG,Flashover damage,1976,315,615,493
,Flashover damage,1913,294,813,2715
,Flashover damage,2017,1149,598,306
,Flashover damage,2004,822,598,306
,Flashover damage,2055,1738,598,306
,Flashover damage,2060,2011,598,306
,Flashover damage,2120,2552,543,300
,No issues,2038,1417,597,330
,No issues,2099,2272,552,333
161276v.JPG,Flashover damage,1920,2199,615,493
,Flashover damage,1785,0,813,2715
,Flashover damage,1896,1552,598,306
,Flashover damage,1909,1879,598,306
,Flashover damage,1858,963,598,306
,Flashover damage,1853,690,598,306
,Flashover damage,1848,155,543,300
,No issues,1876,1260,597,330
,No issues,1860,402,552,333
161276d.JPG,Flashover damage,1976,2199,615,493
,Flashover damage,1913,0,813,2715
,Flashover damage,2017,1552,598,306
,Flashover damage,2004,1879,598,306
,Flashover damage,2055,963,598,306
,Flashover damage,2060,690,598,306
,Flashover damage,2120,155,543,300
,No issues,2038,1260,597,330
,No issues,2099,402,552,333
100213v.JPG,No issues,1140,1399,623,356
,Flashover damage,1110,521,592,360
,Flashover damage,1078,467,732,1667
,No issues,1139,1619,623,356
,No issues,1140,1161,623,356
,No issues,1126,962,623,356
,No issues,1118,742,623,356
,No issues,1150,1854,639,281
130119.jpg,No issues,1684,1168,682,387
,Flashover damage,1670,245,716,508
,Flashover damage,1617,205,795,2644
,No issues,1655,646,714,394
,No issues,1665,907,714,394
,No issues,1660,1398,714,394
,No issues,1655,1621,714,394
,No issues,1655,1839,714,394
,No issues,1665,2040,714,394
,No issues,1673,2241,657,385
,No issues,1678,2442,657,385
130119v.jpg,No issues,1684,1292,682,387
,Flashover damage,1670,2094,716,508
,Flashover damage,1617,0,795,2644
,No issues,1655,1807,714,394
,No issues,1665,1546,714,394
,No issues,1660,1055,714,394
,No issues,1655,832,714,394
,No issues,1655,614,714,394
,No issues,1665,413,714,394
,No issues,1673,221,657,385
,No issues,1678,20,657,385
130119d.jpg,No issues,1921,1292,682,387
,Flashover damage,1901,2094,716,508
,Flashover damage,1875,0,795,2644
,No issues,1918,1807,714,394
,No issues,1908,1546,714,394
,No issues,1913,1055,714,394
,No issues,1918,832,714,394
,No issues,1918,614,714,394
,No issues,1908,413,714,394
,No issues,1957,221,657,385
,No issues,1952,20,657,385
170173h.JPG,Broken,432,436,279,331
,Broken,850,608,218,377
,Broken,657,548,259,371
,Broken,972,716,218,333
,Broken,1135,808,227,342
,Broken,1587,1008,288,345
,Broken,155,304,1894,1148
,Broken,1977,1,658,1120
,Flashover damage,157,312,310,366
,No issues,1384,921,257,337
,No issues,2240,0,311,230
,No issues,2194,173,311,230
,No issues,2147,343,321,228
,No issues,2095,520,321,228
,No issues,2045,697,321,228
,No issues,1999,870,321,228
170173d.JPG,Broken,432,1368,279,331
,Broken,850,1150,218,377
,Broken,657,1216,259,371
,Broken,972,1086,218,333
,Broken,1135,985,227,342
,Broken,1587,782,288,345
,Broken,155,683,1894,1148
,Broken,1977,1014,658,1120
,Flashover damage,157,1457,310,366
,No issues,1384,877,257,337
,No issues,2240,1905,311,230
,No issues,2194,1732,311,230
,No issues,2147,1564,321,228
,No issues,2095,1387,321,228
,No issues,2045,1210,321,228
,No issues,1999,1037,321,228
150395.JPG,No issues,4138,1528,544,644
,Broken,3197,1758,472,502
,Broken,743,1498,3977,1283
,Flashover damage,769,2173,380,584
,Flashover damage,1591,2020,407,608
,Flashover damage,2959,1772,404,632
,Flashover damage,2711,1799,404,632
,Flashover damage,2276,1894,404,632
,No issues,1084,2132,290,618
,No issues,1175,2094,358,616
,No issues,1414,2043,224,616
,No issues,3663,1632,399,647
,No issues,3894,1571,399,647
150395h.JPG,No issues,1317,1528,544,644
,Broken,2330,1758,472,502
,Broken,1279,1498,3977,1283
,Flashover damage,4850,2173,380,584
,Flashover damage,4001,2020,407,608
,Flashover damage,2636,1772,404,632
,Flashover damage,2884,1799,404,632
,Flashover damage,3319,1894,404,632
,No issues,4625,2132,290,618
,No issues,4466,2094,358,616
,No issues,4361,2043,224,616
,No issues,1937,1632,399,647
,No issues,1706,1571,399,647
150395v.JPG,No issues,4138,1827,544,644
,Broken,3197,1739,472,502
,Broken,743,1218,3977,1283
,Flashover damage,769,1242,380,584
,Flashover damage,1591,1371,407,608
,Flashover damage,2959,1595,404,632
,Flashover damage,2711,1568,404,632
,Flashover damage,2276,1473,404,632
,No issues,1084,1249,290,618
,No issues,1175,1289,358,616
,No issues,1414,1340,224,616
,No issues,3663,1720,399,647
,No issues,3894,1781,399,647
150395d.JPG,No issues,1317,1827,544,644
,Broken,2330,1739,472,502
,Broken,1279,1218,3977,1283
,Flashover damage,4850,1242,380,584
,Flashover damage,4001,1371,407,608
,Flashover damage,2636,1595,404,632
,Flashover damage,2884,1568,404,632
,Flashover damage,3319,1473,404,632
,No issues,4625,1249,290,618
,No issues,4466,1289,358,616
,No issues,4361,1340,224,616
,No issues,1937,1720,399,647
,No issues,1706,1781,399,647
160169.JPG,Flashover damage,1638,1633,534,604
,Flashover damage,2139,1166,611,636
,Flashover damage,269,1090,2515,1919
,Flashover damage,2016,1293,575,622
,Flashover damage,1888,1400,575,622
,Flashover damage,1775,1517,575,622
,Flashover damage,1525,1701,575,622
,Flashover damage,1402,1811,575,622
,Flashover damage,1172,1984,575,622
,No issues,553,2416,528,577
,No issues,693,2344,528,577
,No issues,813,2257,528,577
160169h.JPG,Flashover damage,2339,1633,534,604
,Flashover damage,1761,1166,611,636
,Flashover damage,1727,1090,2515,1919
,Flashover damage,1920,1293,575,622
,Flashover damage,2048,1400,575,622
,Flashover damage,2161,1517,575,622
,Flashover damage,2411,1701,575,622
,Flashover damage,2534,1811,575,622
,Flashover damage,2764,1984,575,622
,No issues,3430,2416,528,577
,No issues,3290,2344,528,577
,No issues,3170,2257,528,577
160169d.JPG,Flashover damage,2339,770,534,604
,Flashover damage,1761,1205,611,636
,Flashover damage,1727,0,2515,1919
,Flashover damage,1920,1092,575,622
,Flashover damage,2048,985,575,622
,Flashover damage,2161,868,575,622
,Flashover damage,2411,684,575,622
,Flashover damage,2534,574,575,622
,Flashover damage,2764,401,575,622
,No issues,3430,14,528,577
,No issues,3290,86,528,577
,No issues,3170,173,528,577
160782.JPG,No issues,472,1687,458,1321
,No issues,2762,1524,462,1453
160782h.JPG,No issues,3581,1687,458,1321
,No issues,1287,1524,462,1453
160782v.JPG,No issues,472,0,458,1321
,No issues,2762,30,462,1453
160782d.JPG,No issues,3581,0,458,1321
,No issues,1287,30,462,1453
161237.JPG,No issues,1974,2756,366,211
,Flashover damage,2055,1680,383,286
,Flashover damage,1949,1659,506,1344
,No issues,2042,1948,365,208
,No issues,2027,2149,365,208
,No issues,2012,2355,365,208
,No issues,1987,2548,365,208
161237h.JPG,No issues,2171,2756,366,211
,Flashover damage,2073,1680,383,286
,Flashover damage,2056,1659,506,1344
,No issues,2104,1948,365,208
,No issues,2119,2149,365,208
,No issues,2134,2355,365,208
,No issues,2159,2548,365,208
161237v.JPG,No issues,1974,40,366,211
,Flashover damage,2055,1041,383,286
,Flashover damage,1949,4,506,1344
,No issues,2042,851,365,208
,No issues,2027,650,365,208
,No issues,2012,444,365,208
,No issues,1987,251,365,208
170866 (2).JPG,No issues,1,2009,1750,1081
,No issues,818,2493,273,412
,No issues,2663,1627,335,304
,Broken,2139,2292,309,309
,Broken,1348,2605,224,435
,Broken,1978,238,1927,2563
,No issues,2789,1443,335,304
,No issues,2915,1259,335,304
,No issues,3037,1097,335,304
,No issues,3159,888,335,304
,No issues,3281,717,335,304
,No issues,3403,530,335,304
,No issues,3525,309,335,304
,No issues,0,2144,305,402
,No issues,10,2154,305,402
,No issues,316,2292,305,402
,No issues,485,2355,305,402
,No issues,648,2434,305,402
,No issues,958,2544,305,402
,No issues,1099,2591,305,402
,No issues,1446,2682,305,402
,No issues,2532,1793,335,304
,No issues,2395,1984,335,304
,No issues,2264,2131,335,304
,No issues,1962,2513,335,304
170866 (2)h.JPG,No issues,3768,2009,1750,1081
,No issues,4428,2493,273,412
,No issues,2521,1627,335,304
,Broken,3071,2292,309,309
,Broken,3947,2605,224,435
,Broken,1614,238,1927,2563
,No issues,2395,1443,335,304
,No issues,2269,1259,335,304
,No issues,2147,1097,335,304
,No issues,2025,888,335,304
,No issues,1903,717,335,304
,No issues,1781,530,335,304
,No issues,1659,309,335,304
,No issues,5214,2144,305,402
,No issues,5204,2154,305,402
,No issues,4898,2292,305,402
,No issues,4729,2355,305,402
,No issues,4566,2434,305,402
,No issues,4256,2544,305,402
,No issues,4115,2591,305,402
,No issues,3768,2682,305,402
,No issues,2652,1793,335,304
,No issues,2789,1984,335,304
,No issues,2920,2131,335,304
,No issues,3222,2513,335,304
170866 (2)d.JPG,No issues,3768,589,1750,1081
